id,name,description,category,address,suburb,state,postcode,latitude,longitude,phone,email,website,hours,eligibility,cost,source_id,source_name,source_organisation,source_jurisdiction,source_license,source_url,source_date
vic_melbourne_helping_out_0040,COHEALTH - Inner Space,"Cohealth’s primary health service for people who inject drugs plus primary needle and syringe program. Services include: doctors drug and alcohol counseling nursing (including psychiatric nurse) breakfast program phone, shower and laundry facilities advocacy, support and referral needle and syringe program. There are Allied Health Outreach Workers situated at the Centre. These workers include the following: Nutrionist Physiotherapist Podiatrist Legal Financial Drop in Centre: Monday to Friday 11.00am – 1.00pm 3.00pm. – 5.00pm The needle syringe program operates Monday to Friday: from 10.30am – 6.30pm",health,,Collingwood,VIC,,-37.799008,144.984854,9468 2800,,cohealth.org.au,"Mon: 10.30 am – 6.30 pm, Drop in Centre: 11.00 am – 1.00 pm & 3.00 pm – 5.00 pm; Tue: 10.30 am – 6.30 pm, Drop in Centre: 11.00 am – 1.00 pm & 3.00 pm – 5.00 pm; Wed: 10.30 am – 6.30 pm, Drop in Centre: 11.00 am – 1.00 pm & 3.00 pm – 5.00 pm; Thu: 10.30 am – 6.30 pm, Drop in Centre: 11.00 am – 1.00 pm & 3.00 pm – 5.00 pm; Fri: 10.30 am – 6.30 pm, Drop in Centre: 11.00 am – 1.00 pm & 3.00 pm – 5.00 pm",,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0041,Open Family Australia,"Outreach service for young people 10-25 years, accommodation referral, drug and alcohol referral, legal advice referral and recreational activities. The ‘Chatter Box Bus’ operates from 8pm till late in and around Melbourne CBD ‘hotspots’ on Wednesday, Friday and Saturday nights. Food, advice and activities offered.",housing,,West Melbourne,VIC,,-37.808663,144.947177,8354 0800,info@openfamily.com.au,openfamily.com.au,"Mon: 9.00 am - 5.00 pm; Tue: 9.00 am - 5.00 pm; Wed: 9.00 am - 5.00 pm, Chatter Box Bus: 8pm till late; Thu: 9.00 am - 5.00 pm; Fri: 9.00 am - 5.00 pm, Chatter Box Bus: 8pm till late; Sat: Chatter Box Bus: 8pm till late",,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0042,Salvation Army – Project 614,,other,,Melbourne,VIC,,-37.812515,144.971628,9653 3299,,salvationarmy.org.au/melbourne614,,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0043,Stopover Youth Services,"crisis refuge accommodation advocacy and general support Housing support program offered for 16-24 year old young people experiencing homelessness. Individual room and bathroom, food included, small service fee payable by clients. Stays of approximately 6 weeks, based on individual case plan. Outreach housing support for young people experiencing homelessness either in temporary housing or without any fixed housing. Referral through the Opening Doors Framework Access Points, including Melbourne Youth Support at Frontyard, 19 King Street, Melbourne.",food,,,VIC,,,,8486 2133,stopover@mcm.org.au,melbournecitymission.org.au,Mon: 9.00am - 5.00pm; Tue: 9.00am - 5.00pm; Wed: 9.00am - 5.00pm; Thu: 9.00am - 5.00pm; Fri: 9.00am - 5.00pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0044,The Big Issue Australia,"“The independent street magazine sold by homeless and unemployed people.” magazine vendor opportunities opportunity to make money and friends, gain confidence and learn skills choose your own hours no referral process needed vendors paid for all contributions published in the magazine Community Street Soccer Inclusive Program (see website for more information) everybody welcome The Big Issue is a non-profit organisation helping people to help themselves.",other,,Melbourne,VIC,,-37.810394,144.968044,9663 4733,bigissue@bigissue.org.au,thebigissue.org.au,,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0045,Victorian Aboriginal Legal Service,"legal services Provides support with civil, family and criminal law matters for Aboriginal people and Torres Strait Islanders.",other,,Preston,VIC,,-37.743764,145.002669,9418 5999,,vals.org.au,,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0046,Waratah Clinic,psychiatric services,mental_health,Level 2,Moonee Ponds,VIC,,-37.766379,144.924389,9377 3400,,mh.org.au,Mon: 9.00am - 5.00pm; Tue: 9.00am - 5.00pm; Wed: 9.00am - 5.00pm; Thu: 9.00am - 5.00pm; Fri: 9.00am - 5.00pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0047,Anglicare Victoria – Mission House,Provides Emergency Relief to people living in Public Housing and rental properties with a Health Care Card.,food,,Fitzroy,VIC,,-37.804544,144.97996,9486 0445,,anglicarevic.org.au,"Tue: 10.00am – 12.00 Noon (Utility & Pharmaceutical ), 10.00am – 3.00pm (Op Shop), 1.30pm – 3.30pm (Food Parcels); Thu: 10.00am – 12.00 Noon (Utility & Pharmaceutical ), 10.00am – 3.00pm (Op Shop), 1.30pm – 3.30pm (Food Parcels)",,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0048,Australian College of Optometry Outreach Services,"Homeless Persons Eyecare Program, Supported Residential Services Project, Residential Aged Care Project, Older Persons High Rise, Aboriginal and Torres Strait Island Outreach, Visiting Disability Service",health,,Carlton,VIC,,,,9349 7400,,aco.org.au,Mon: 8.30am – 5.30pm; Tue: 8.30am – 5.30pm; Wed: 8.30am – 5.30pm; Thu: 8.30am – 5.30pm; Fri: 8.30am – 5.30pm; Sat: 8.30am – 5.00pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0049,COHEALTH,"broad range of allied health and counselling services, social work/counselling sessions (by appointment only), secondary needle and syringe exchange",mental_health,,Carlton North,VIC,,-37.791715,144.968594,9349 7333,,cohealth.org.au,Mon: 9.00am - 5.00pm; Tue: 9.00am - 5.00pm; Wed: 9.00am - 5.00pm; Thu: 9.00am - 5.00pm; Fri: 9.00am - 5.00pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0050,Hanover Fitzroy,"The Assertive Outreach Team offers support to people sleeping out. Support can include: accommodation information and referral , sleeping gear and food bags, referral to other services such as health or legal services, visiting people who are sleeping out.",housing,,Fitzroy,VIC,,-37.804578,144.982736,9288 9800,fitzroy@hanover.org.au,hanover.org.au,Mon: 9.00am - 5.00pm; Tue: 9.00am - 5.00pm; Wed: 9.00am - 5.00pm; Thu: 9.00am - 5.00pm; Fri: 9.00am - 5.00pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0051,Inner Melbourne Community Legal,"free legal information, advice and casework",other,Suite 2,North Melbourne,VIC,,-37.803069,144.950404,9328 1885,north_melbourne@clc.net.au,imcl.org.au,"Mon: 9.00am - 5.00pm; Tue: 9.00am - 5.00pm, General legal: fortnightly from 9:30 – 11:30am, Criminal law: fortnightly from 6:30 – 8:30pm; Wed: 9.00am - 5.00pm, Family law: fortnightly from 6:30 – 8:30pm; Thu: 9.00am - 5.00pm; Fri: 9.00am - 5.00pm, Debt and infringement: from 1:30 – 4pm",,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0052,North West Outreach Service,needle and syringe program,alcohol_drugs,,"Kensington, Flemington, Ascot Vale, Moonee Ponds, Essendon and Niddrie",VIC,,144.915469,,0418 170 556,,,Mon: 6.00pm – 2.00am; Tue: 6.00pm – 2.00am; Wed: 6.00pm – 2.00am; Thu: 6.00pm – 2.00am; Fri: 6.00pm – 2.00am; Sat: 6.00pm – 2.00am; Sun: 6.00pm – 2.00am,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0053,TRAVELLERS AID - Spencer Street,"free assistance (buggy and personal guidance) for frail, infirm, older people and people with disabilities, mobility issues and vision impairments to ensure swift, confident and safe passage throughout Southern Cross Station Mobility Equipment Hire Medical Companion Service (free service call 1300 700 399) clean and accessible restrooms, baby change facilities, showers, internet access and family friendly resting space. free personal care for people with a disability (assistance with meals and communication, fully accessible toilets with hoist and adult change table, Monday to Friday 10.00am to 5.00pm and Saturday 11.00am to 4.00pm",other,Main Concourse (located opposite the Luggage Hall) Southern Cross Station,Melbourne,VIC,,-37.818367,144.953506,9670 2072,scs@travellersaid.org.au,travellersaid.org.au,Mon: 7.00am to 10.00pm; Tue: 7.00am to 10.00pm; Wed: 7.00am to 10.00pm; Thu: 7.00am to 10.00pm; Fri: 7.00am to 10.00pm; Sat: 7.00am to 10.00pm; Sun: 7.00am to 10.00pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0054,Youth Support & Advocacy Service,drug services (before and after detox),housing,,Abbotsford,VIC,,-37.80726,144.992751,9415 8860,contact@ysas.org.au,ysas.org.au,Tue: 11:30 AM - 05:30 PM; Wed: 11:30 AM - 05:30 PM; Thu: 12:00 PM - 05:30 PM; Fri: 11:30 AM - 07:30 PM; Sat: 12:00 PM - 08:00 PM,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0055,Brotherhood of St Laurence Coolibah Centre,"Breakfast $1.00 lunch $3, afternoon tea $0.20 showers laundry facilities health services short-term case management accommodation referral social engagement activities psychiatric referral optometry every second month.",food,,Fitzroy,VIC,,-37.805286,144.977265,1300 147 147,bacci@bsl.org.au,bsl.org.au/services/older-people/day-and-respite-services/the-coolibah-centre/,Mon: 9.30am - 4.30pm; Wed: 9.30am - 4.30pm; Fri: 9.30am - 4.30pm,,Member-based services only - $20.00 per year,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0056,RDNS Homeless Person’s Program,Health services,health,,West Melbourne,VIC,,-37.808981,144.950825,1300 334 455,cscentre@rdns.com.au,rdns.com.au,Mon: 8:30 AM - 5:30 PM; Tue: 8:30 AM - 5:30 PM; Wed: 8:30 AM - 5:30 PM; Thu: 8:30 AM - 5:30 PM; Fri: 8:30 AM - 5:30 PM,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0057,Salvation Army Open Door,"accommodation (transitional) laundry Referrals via HomeGround, entering through Flagstaff Crisis Accommodation or Ozanam House.",housing,,North Melbourne,VIC,,-37.790064,144.939884,9329 6988,,salvationarmy.org.au/adultservices,"Mon: 9.00am - 5.00pm, program staffed 24 hours; Tue: 9.00am - 5.00pm, program staffed 24 hours; Wed: 9.00am - 5.00pm, program staffed 24 hours; Thu: 9.00am - 5.00pm, program staffed 24 hours; Fri: 9.00am - 5.00pm, program staffed 24 hours; Sat: Closed, program staffed 24 hours; Sun: Closed, program staffed 24 hours",,"$385 per fortnight on DSP. New Start Youth Allowance $350 per fortnight, including three meals per day.",vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0058,Victorian Aboriginal Health Service,"health services, psychiatric services, drug and alcohol counselling, immunisation, preventative care for children, maternal and child health, women’s health, ante-natal care, dentist",alcohol_drugs,,Fitzroy,VIC,,-37.799401,144.975193,9419 3000,,www.vahs.org.au,Mon: 9.00am - 5.00pm; Tue: 9.00am - 5.00pm; Wed: 9.00am - 5.00pm; Thu: 9.00am - 5.00pm; Fri: 9.00am - 5.00pm; Sat: 10.00am - 12.00 Noon,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0059,Vietnamese & Settlement Program,,other,,,VIC,,,,,,,,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0060,Women's Health West,"Women's Health West is committed to improving equity and justice for women in Melbourne's diverse western region. We incorporate a health promotion, research and development team with a family violence service for women and children providing: information, referral , counselling , crisis support , court support , support groups",mental_health,,Footscray,VIC,,-37.799368,144.893595,9689 9588,info@whwest.org.au,whwest.org.au,Mon: 9.00am - 5.00pm; Tue: 9.00am - 5.00pm; Wed: 9.00am - 5.00pm; Thu: 9.00am - 5.00pm; Fri: 9.00am - 5.00pm,,All services are free and confidential.,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0061,Young People’s Health Service,health services (free for 12-24 year olds) provides primary health care.,health,,Melbourne,VIC,,-37.819928,144.957305,9611 2409,frontyard@mcm.org.au,rch.org.au/cah/health_services/young_peoples_health_service/,Mon: 12.00 pm – 4.30 pm; Tue: 12.00 pm – 4.30 pm; Wed: 12.00 pm – 4.30 pm; Thu: 12.00 pm – 4.30 pm; Fri: 12.00 pm – 4.30 pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0062,Gamblers Help Line Victoria,,other,,,VIC,,,,,,gamblinghelponline.org.au,,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0063,Kids Help line,,other,,,VIC,,,,,,kidshelp.com.au,,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0064,Victims of Crime Help Line,,other,,,VIC,,,,,,victimsofcrime.com.au,,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0065,Aboriginal Family Violence Prevention and Legal Service Victoria,"Legal Services, Counselling Support, Information, Referral and Support, Community Education and Training",mental_health,Level 3,Collingwood,VIC,,-37.806427,144.986299,9244 3333,,fvpls.org,Mon: 9.00am – 5.00pm; Tue: 9.00am – 5.00pm; Wed: 9.00am – 5.00pm; Thu: 9.00am – 5.00pm; Fri: 9.00am – 5.00pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0066,COHEALTH,"Outreach Support Services for people experiencing or at risk of becoming homelessness., Homeless Mental Health and Housing Service, Allied Health Outreach Services, Dietetics and Café Meals, Podiatry, Occupational Therapy, Physiotherapy",mental_health,,Melbourne,VIC,,-37.806518,144.961214,1300 022 247,,cohealth.org.au,Mon: 10.00am - 4.00pm; Tue: 10.00am - 4.00pm; Wed: 10.00am - 4.00pm; Thu: 10.00am - 4.00pm; Fri: 10.00am - 4.00pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0067,Victorian State-wide Human Services Directory,,other,,,VIC,,,,,,humanservicesdirectory.vic.gov.au,,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0068,St Vincent de Paul Society Victoria Inc,Central phone number for support services (,other,,,VIC,,,,1300 305 330,info@svdp-vic.org.au,vinnies.org.au/vic,Mon: 10am-3pm; Tue: 10am-3pm; Wed: 10am-3pm; Thu: 10am-3pm; Fri: 10am-3pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0069,Mensline Australia,,other,,,VIC,,,,1300 789 978,,mensline.org.au,,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0070,Anglicare Victoria – Lazarus Centre,"Breakfast seven days a week, BBQ lunch every Friday, Clothes, Toiletries",food,St. Peter’s East Melbourne,East Melbourne,VIC,,-37.80991,144.975486,9419 3288,,anglicarevic.org.au,"Mon: 7.30 am to 9.00 am; Tue: 7.30 am to 9.00 am; Wed: 7.30 am to 9.00 am; Thu: 7.30 am to 9.00 am; Fri: 7.30 am to 9.00 am, 11:00 am – 12:00 pm (BBQ lunch Friday's); Sat: 7.30 am to 9.00 am; Sun: 7.30 am to 9.00 am",,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0071,Flagstaff Crisis Accommodation,"supported accommodation, health services, psychiatric referral, drug and alcohol referral free legal advice and assistance provided by Justice Connect –Tuesdays (fortnightly) at 1.00 pm. (by appointment) Access to vacancies is only through Homeground Services. The local Homeground Service for the CBD area is located at 68 Oxford Street, Collingwood or telephone 9288 9611 or Free call: 1800 048 325.",alcohol_drugs,,West Melbourne,VIC,,-37.806306,144.949896,9329 4800,adultservices@aus.salvationarmy.org,salvationarmy.org.au,"Mon: 24 Hours; Tue: 24 Hours, Free legal advice and assistance fortnightly at 1.00 pm. (by appointment); Wed: 24 Hours; Thu: 24 Hours; Fri: 24 Hours",,"Accommodation cost $25 per day, or $175 per week.",vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0072,Foot Patrol,needle exchange/health outreach program,alcohol_drugs,,,VIC,,,,0412 155 491,,youthprojects.org.au/health/programs/foot-patrol,"Mon: 12.00pm - 3.15pm, 4.00pm - 6.45pm, 7.30pm - 10.45pm; Tue: 12.00pm - 3.15pm, 4.00pm - 6.45pm, 7.30pm - 10.45pm; Wed: 12.00pm - 3.15pm, 4.00pm - 6.45pm, 7.30pm - 10.45pm; Thu: 12.00pm - 3.15pm, 4.00pm - 6.45pm, 7.30pm - 10.45pm; Fri: 12.00pm - 3.15pm, 4.00pm - 6.45pm, 7.30pm - 10.45pm; Sat: 12pm - 3.45pm, 7.30pm - 11.15pm; Sun: 12pm - 3.45pm, 7.30pm - 11.15pm",,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0073,GROW,"A movement of community mental health and mutual support self-help groups. Weekly groups are available for people who have been through a breakdown, or who are overwhelmed by problems and painful life experiences.",mental_health,,Caulfield South,VIC,,-37.886526,145.019061,9528 2977,vic@grow.org.au,grow.org.au,Mon: 9.00am - 5.00pm; Tue: 9.00am - 5.00pm; Wed: 9.00am - 5.00pm; Thu: 9.00am - 5.00pm; Fri: 9.00am - 5.00pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0074,Hare Krishna Temple,free meals,food,Food for Life,Albert Park,VIC,,-37.848051,144.954037,9699 5122,,harekrishnamelbourne.com.au,"Mon: 1pm - 1:30pm, 5:30pm - 6:30pm; Tue: 1pm - 1:30pm, 5:30pm - 6:30pm; Wed: 1pm - 1:30pm, 5:30pm - 6:30pm; Thu: 1pm - 1:30pm, 5:30pm - 6:30pm; Fri: 1pm - 1:30pm, 5:30pm - 6:30pm; Sat: 1pm - 1:30pm, 6pm - 7pm; Sun: 1pm - 1:30pm, 6pm - 7pm",,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0075,Hamodava Café,"Provides meals Monday to Friday, at no cost. a safe place for Melbourne’s homeless and marginalized meals provided Monday to Friday at no cost assessment and referral for D&A, mental health and legal services",food,,Melbourne,VIC,,-37.812515,144.971628,9653 3299,,salvationarmy.org.au/melbourne614,"Mon: Breakfast: 9.00am – 10.30am, Lunch: 11.30am – 1.00pm; Tue: Breakfast: 9.00am – 10.30am, Lunch: 11.30am – 1.00pm; Wed: Breakfast: 9.00am – 10.30am, Lunch: 11.30am – 1.00pm; Thu: Breakfast: 9.00am – 10.30am, Lunch: 11.30am – 1.00pm; Fri: Breakfast: 9.00am – 10.30am, Lunch: 11.30am – 1.00pm",,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0076,Ozanam House,"crisis accommodation for men over the age of 18, food (3 meals per day to residents), laundry ($1 operation charge for residents) centrelink services Thursday 9:30am - 11.30am Accommodation Referrals for Ozanam House through VincentCare Housing Services. Phone 9304 0100 Freecall: 1800 618 468",food,,North Melbourne,VIC,,-37.795439,144.948507,9304 0100,,vincentcare.org.au,Mon: 24 hours; Tue: 24 hours; Wed: 24 hours; Thu: 24 hours; Fri: 24 hours; Sat: 24 hours; Sun: 24 hours,,Disability - $30.00 per night New Start Allowance - $24.00 per night Youth Allowance - $18.00 per night.,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0077,Presbyterian and Scots’ Church Joint Mission (The Flemington Mission),"coffee, conversation, blankets, books, etc. every Tuesday. food relief is also available on the 1st and 3rd Tuesdays of each month.",food,,Flemington,VIC,,-37.787084,144.93081,9376 3777,,,Tue: 10.00am - 1.00pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0078,William T Onus Hostel,temporary accommodation for indigenous people (fees apply),housing,,Northcote,VIC,,-37.781062,144.999486,9489 6701,wtonus.hostel@ahl.gov.au,ahl.gov.au,Mon: 08:00 AM - 08:00 PM; Tue: 08:00 AM - 08:00 PM; Wed: 08:00 AM - 08:00 PM; Thu: 08:00 AM - 08:00 PM; Fri: 08:00 AM - 08:00 PM; Sat: 08:00 AM - 07:30 PM; Sun: 08:00 AM - 07:30 PM,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
